Ref,Name,Category,Address,Days,Hours,Number of Reviews,Rating,Excellent,Very Good,Average,Poor,Terrible,Certified,Latitude,Longitude
/Attraction_Review-g303631-d311966-Reviews-Parque_Ibirapuera-Sao_Paulo_State_of_Sao_Paulo.html,Parque Ibirapuera,Natureza e parques,"Av. Pedro Álvares Cabral | Vila Mariana, São Paulo, Estado de São Paulo 04094-050, Brasil",Dom - Sáb,05:00 - 00:00,36.534,"4,5",65%,29%,4%,1%,1%,True,-23.59161,-46.65056
/Attraction_Review-g303631-d550339-Reviews-Paulista_Avenue-Sao_Paulo_State_of_Sao_Paulo.html,Avenida Paulista,Pontos turísticos e de interesse,"Av. Paulista, São Paulo, Estado de São Paulo 01311-200, Brasil",,,29.104,"4,5",62%,29%,7%,1%,1%,True,-23.55731,-46.66108
/Attraction_Review-g303631-d4377562-Reviews-Corinthians_Arena-Sao_Paulo_State_of_Sao_Paulo.html,Arena Corinthians,Pontos turísticos e de interesse,"Avenida Miguel Ignacio Curi, 111 | Itaquera, São Paulo, Estado de São Paulo 08295-005, Brasil",Dom - Sáb,09:30 - 16:30,4.423,"4,5",81%,14%,3%,1%,1%,True,-23.54623,-46.47236
/Attraction_Review-g303631-d2349915-Reviews-Allianz_Parque-Sao_Paulo_State_of_Sao_Paulo.html,Allianz Parque,Pontos turísticos e de interesse,"Avenida Francisco Matarazzo 1705 | Água Branca, São Paulo, Estado de São Paulo 05001-200, Brasil",Dom - Sáb,10:00 - 17:00,5.138,"4,5",74%,21%,3%,1%,1%,True,-23.52581,-46.67978
/Attraction_Review-g303631-d1407969-Reviews-Museu_do_Futebol-Sao_Paulo_State_of_Sao_Paulo.html,Museu do Futebol,Museus,"Praça Charles Miller, S/N | Estádio do Pacaembu, São Paulo, Estado de São Paulo 01234-900, Brasil",Ter - Dom,09:00 - 17:00,9.404,"4,5",61%,32%,5%,1%,1%,True,-23.54495,-46.6658
/Attraction_Review-g303631-d311969-Reviews-Pinacoteca_do_Estado_de_Sao_Paulo-Sao_Paulo_State_of_Sao_Paulo.html,Pinacoteca do Estado de São Paulo,Museus,"Praça da Luz, 2, São Paulo, Estado de São Paulo 01120-010, Brasil",Qua - Seg,10:00 - 17:30,13.72,"4,5",70%,25%,3%,1%,1%,True,-23.53478,-46.6341
/Attraction_Review-g303631-d311974-Reviews-Municipal_Market_of_Sao_Paulo-Sao_Paulo_State_of_Sao_Paulo.html,Mercado Municipal de São Paulo,Gastronomia,"Rua da Cantareira 306, São Paulo, Estado de São Paulo 01024-000, Brasil",Dom,07:00 - 16:00,22.67,"4,5",54%,36%,8%,1%,1%,True,-23.54183,-46.62991
/Attraction_Review-g303631-d1793914-Reviews-Catavento_Cultural_e_Educacional-Sao_Paulo_State_of_Sao_Paulo.html,Catavento Cultural e Educacional,Museus,"Praca Civica Ulisses Guimaraes | Palácio das Indústrias, São Paulo, Estado de São Paulo 03003-060, Brasil",Ter - Dom,09:00 - 17:00,7.5360000000000005,"4,5",72%,24%,2%,1%,1%,True,0.0,0.0
/Attraction_Review-g303631-d532186-Reviews-Jardim_Botanico_de_Sao_Paulo-Sao_Paulo_State_of_Sao_Paulo.html,Jardim Botânico de São Paulo,Museus,"Avenida Miguel Estefno 3031 | Água Funda, São Paulo, Estado de São Paulo 04301-902, Brasil",Ter - Dom,09:00 - 17:00,3.3760000000000003,"4,5",62%,31%,5%,1%,1%,True,-23.64405,-46.6264
/Attraction_Review-g303631-d317946-Reviews-Liberdade-Sao_Paulo_State_of_Sao_Paulo.html,Bairro da Liberdade,Pontos turísticos e de interesse,"São Paulo, Estado de São Paulo, Brasil",,,12.62,"4,5",47%,39%,12%,1%,1%,True,-23.20497,-47.30416
/Attraction_Review-g303631-d2349935-Reviews-Batman_Alley-Sao_Paulo_State_of_Sao_Paulo.html,Beco do Batman,Pontos turísticos e de interesse,"Rua Gonçalo Afonso | Vila Madalena, São Paulo, Estado de São Paulo 05436-100, Brasil",,,2.294,"4,5",51%,36%,11%,1%,1%,True,-23.5566,-46.68615
/Attraction_Review-g303631-d4584434-Reviews-Renault_Theatre_The_Phantom_of_the_Opera-Sao_Paulo_State_of_Sao_Paulo.html,Teatro Renault,Concertos e shows,"Avenida Brigadeiro Luís Antônio, 411, São Paulo, Estado de São Paulo 01317-000, Brasil",Dom,13:00 - 22:30,3.8339999999999996,"4,5",63%,32%,3%,1%,1%,True,-23.55336,-46.63841
/Attraction_Review-g303631-d14121877-Reviews-Mirante_Sesc_Paulista-Sao_Paulo_State_of_Sao_Paulo.html,Mirante Sesc Paulista,Pontos turísticos e de interesse,"Av. Paulista, 119 | 17º andar, São Paulo, Estado de São Paulo 01311-903, Brasil",,,582.0,"4,5",72%,24%,2%,1%,1%,False,-22.48,-46.63772
/Attraction_Review-g303631-d2350247-Reviews-Museu_do_Som_e_Imagem_MIS-Sao_Paulo_State_of_Sao_Paulo.html,Museu do Som e Imagem - MIS,Museus,"Av. Europa, 158 | Jd Europa, São Paulo, Estado de São Paulo 01449-000, Brasil",Dom,09:00 - 18:00,2.271,"4,5",62%,30%,6%,1%,1%,True,-22.72208,-47.32893
/Attraction_Review-g303631-d4479907-Reviews-Parque_Ecologico_do_Tiete-Sao_Paulo_State_of_Sao_Paulo.html,Parque Ecológico do Tietê,Diversão e jogos,"Rodovia Parque 8054 | Núcleo Engenheiro Goulart - Vila Santo Henrique, São Paulo, Estado de São Paulo 03718-090, Brasil",Dom - Sáb,08:00 - 17:00,527.0,"4,5",67%,24%,7%,1%,1%,False,0.0,0.0
/Attraction_Review-g303631-d317843-Reviews-Farol_Santander-Sao_Paulo_State_of_Sao_Paulo.html,Farol Santander,Pontos turísticos e de interesse,"Rua João Brícola, 24 | Centro, São Paulo, Estado de São Paulo 01014-900, Brasil",Dom,09:00 - 19:00,1.8,"4,5",52%,35%,9%,2%,2%,True,-23.5453,-46.63399
/Attraction_Review-g303631-d532236-Reviews-Mosteiro_De_Sao_Bento-Sao_Paulo_State_of_Sao_Paulo.html,Mosteiro De São Bento,Pontos turísticos e de interesse,"Largo De São Bento | Centro, São Paulo, Estado de São Paulo 01029-010, Brasil",,,6.436,"4,5",64%,29%,5%,1%,1%,True,-23.50165,-47.46
/Attraction_Review-g303631-d8446508-Reviews-Parque_da_Monica-Sao_Paulo_State_of_Sao_Paulo.html,Parque da Mônica,Parques de diversões e aquáticos,"Av. das Nações Unidas, 22.540 | Shopping SP Market, São Paulo, Estado de São Paulo 04795-970, Brasil",Sex,10:30 - 16:30,1.149,"4,0",37%,41%,17%,3%,2%,True,-23.63647,-46.71972
/Attraction_Review-g303631-d317785-Reviews-Zoologico_de_Sao_Paulo-Sao_Paulo_State_of_Sao_Paulo.html,Zoológico de São Paulo,Zoológicos e aquários,"Av. Miguel Estefano, 4241 | Água Funda, São Paulo, Estado de São Paulo 04301-905, Brasil",,,5.06,"4,0",47%,38%,12%,2%,1%,True,-23.65756,-46.6172
/Attraction_Review-g303631-d311968-Reviews-Museu_de_Arte_de_Sao_Paulo_Assis_Chateaubriand_MASP-Sao_Paulo_State_of_Sao_Paulo.html,Museu de Arte de São Paulo Assis Chateaubriand - MASP,Museus,"Avenida Paulista, 1578 | Jardins, São Paulo, Estado de São Paulo 01310-200, Brasil",Qui,08:00 - 20:00,7.803,"4,5",64%,28%,6%,1%,1%,True,-23.56134,-46.65648
/Attraction_Review-g303631-d2349912-Reviews-Sao_Paulo_Aquarium-Sao_Paulo_State_of_Sao_Paulo.html,Aquário de São Paulo,Zoológicos e aquários,"Rua Huet Bacelar, 407 | Ipiranga, São Paulo, Estado de São Paulo 04275-000, Brasil",Dom - Sáb,09:00 - 17:00,4.254,"4,0",44%,40%,13%,2%,1%,True,-23.59347,-46.61428
/Attraction_Review-g303631-d3860053-Reviews-Parque_Estadual_da_Cantareira_Nucleo_Pedra_Grande-Sao_Paulo_State_of_Sao_Paulo.html,Parque Estadual da Cantareira - Núcleo Pedra Grande,Atividades ao ar livre,"Rua do Horto 1799 | Parque Estadual da Cantareira, São Paulo, Estado de São Paulo 02377-000, Brasil",Sáb - Dom,08:00 - 17:00,1.412,"4,5",63%,31%,4%,1%,1%,True,-23.45718,-46.63411
/Attraction_Review-g303631-d7066911-Reviews-Temple_of_Solomon-Sao_Paulo_State_of_Sao_Paulo.html,Templo de Salomão,Museus,"Av. Celso Garcia, 605 | Brás, São Paulo, Estado de São Paulo 03015-000, Brasil",Dom,05:00 - 20:00,1.652,"4,5",81%,11%,5%,1%,2%,True,-23.53975,-46.61042
/Attraction_Review-g303631-d638779-Reviews-Jardins_District-Sao_Paulo_State_of_Sao_Paulo.html,Jardins (Bairro),Pontos turísticos e de interesse," | Jardins, São Paulo, Estado de São Paulo 01415-002, Brasil",,,5.207999999999999,"4,5",61%,33%,4%,1%,1%,True,-22.34591,-47.36818
/Attraction_Review-g303631-d2350321-Reviews-Villa_Lobos_Park-Sao_Paulo_State_of_Sao_Paulo.html,Parque Villa Lobos,Natureza e parques,"Av. Professor Fonseca Rodrigues, 2001 | Alto de Pinheiros, São Paulo, Estado de São Paulo 05461-010, Brasil",Dom - Sáb,05:30 - 19:00,3.5789999999999997,"4,5",52%,38%,8%,1%,1%,True,0.0,0.0
/Attraction_Review-g303631-d311971-Reviews-Theatro_Municipal_De_Sao_Paulo-Sao_Paulo_State_of_Sao_Paulo.html,Theatro Municipal De São Paulo,Concertos e shows,"Praça Ramos de Azevedo, São Paulo, Estado de São Paulo 01037-010, Brasil",Seg - Sex,10:00 - 17:00,2.7689999999999997,"4,5",68%,27%,3%,1%,1%,True,-23.5451,-46.63807
/Attraction_Review-g303631-d317825-Reviews-Italian_Building-Sao_Paulo_State_of_Sao_Paulo.html,Edifício Itália,Pontos turísticos e de interesse,"Avenida Ipiranga 344, São Paulo, Estado de São Paulo 01046-010, Brasil",,,1.445,"4,5",54%,34%,10%,1%,1%,True,-23.54502,-46.64363
/Attraction_Review-g303631-d6583158-Reviews-Solo_Sagrado_De_Guarapiranga-Sao_Paulo_State_of_Sao_Paulo.html,Solo Sagrado De Guarapiranga,Pontos turísticos e de interesse,"Avenida Professor Herman von Ihering 6567 | Jardim Casa Grande, São Paulo, Estado de São Paulo 04870-901, Brasil",,,1.525,"4,5",76%,20%,2%,1%,1%,True,0.0,0.0
/Attraction_Review-g303631-d3460441-Reviews-Shopping_JK_Iguatemi-Sao_Paulo_State_of_Sao_Paulo.html,Shopping JK Iguatemi,Compras,"Avenida Presidente Juscelino Kubitschek 2041, São Paulo, Estado de São Paulo 04543-011, Brasil",Dom,12:00 - 22:00,1.6840000000000002,"4,5",60%,31%,7%,1%,1%,True,-23.59071,-46.68956
/Attraction_Review-g303631-d2350351-Reviews-Shopping_Iguatemi-Sao_Paulo_State_of_Sao_Paulo.html,Shopping Iguatemi,Compras,"Avenida Brigadeiro Faria Lima 2232 | Jardim Paulistano, São Paulo, Estado de São Paulo 01489-900, Brasil",Dom,14:00 - 20:00,985.0,"4,5",57%,33%,8%,1%,1%,True,0.0,0.0
/Attraction_Review-g303631-d313783-Reviews-Itau_Cultural_Institute-Sao_Paulo_State_of_Sao_Paulo.html,Itaú Cultural,Museus de arte,"Avenida Paulista, 149, São Paulo, Estado de São Paulo 01311-000, Brasil",Ter - Sex,09:00 - 20:00,943.0,"4,5",61%,34%,4%,1%,0%,True,-23.50302,-46.38394
/Attraction_Review-g303631-d311962-Reviews-Butantan_Institute-Sao_Paulo_State_of_Sao_Paulo.html,Instituto Butantan,Zoológicos,"Avenida Doutor Vital Brasil 1500, São Paulo, Estado de São Paulo 05503-900, Brasil",Sáb - Dom,07:00 - 18:00,1.325,"4,5",50%,37%,11%,1%,1%,True,-23.56903,-46.71524
/Attraction_Review-g303631-d2350214-Reviews-Museum_of_Immigration_of_the_State_of_Sao_Paulo-Sao_Paulo_State_of_Sao_Paulo.html,Museu da Imigração do Estado de São Paulo,Museus especializados,"Rua Visconde de Parnaíba, 1316, São Paulo, Estado de São Paulo 03164-300, Brasil",Dom,10:00 - 17:00,1.151,"4,5",60%,33%,5%,1%,1%,True,-23.54912,-46.61244
/Attraction_Review-g303631-d313788-Reviews-Instituto_Tomie_Ohtake-Sao_Paulo_State_of_Sao_Paulo.html,Instituto Tomie Ohtake,Museus de arte,"Avenida Faria Lima, 201 | Entrada Rua dos Coropés, São Paulo, Estado de São Paulo 05426-010, Brasil",,,2.5810000000000004,"4,5",60%,33%,5%,1%,1%,True,-23.56138,-46.69457
/Attraction_Review-g303631-d14157091-Reviews-Museu_Catavento-Sao_Paulo_State_of_Sao_Paulo.html,Museu Catavento,Museus de ciência,"Av. Mercúrio, s/n | Brás, São Paulo, Estado de São Paulo 03003-060, Brasil",Ter - Dom,09:00 - 17:00,208.0,"4,5",77%,21%,1%,0%,1%,False,-23.54208,-46.62734
/Attraction_Review-g303631-d2350028-Reviews-Morumbi_Stadium-Sao_Paulo_State_of_Sao_Paulo.html,Estádio do Morumbi,Arenas e estádios,"Praca Roberto Gomes Pedrosa, 1, São Paulo, Estado de São Paulo 05653-070, Brasil",,,1.6019999999999999,"4,0",51%,30%,13%,4%,2%,True,-23.59815,-46.72024
/Attraction_Review-g303631-d6819253-Reviews-Vila_Butantan-Sao_Paulo_State_of_Sao_Paulo.html,Vila Butantan,Feiras e mercados de pulgas,"Rua Agostinho Cantu 47 | Butantã, São Paulo, Estado de São Paulo 05501-010, Brasil",Dom,11:00 - 21:00,502.0,"4,0",45%,41%,11%,2%,1%,True,-23.57177,-46.7036
/Attraction_Review-g303631-d4971493-Reviews-SESC_Belenzinho-Sao_Paulo_State_of_Sao_Paulo.html,SESC Belenzinho,Pontos de interesse,"Rua Padre Adelino 1.000 | Belenzinho, São Paulo, Estado de São Paulo 03303-000, Brasil",,,1.614,"4,5",65%,30%,3%,1%,1%,True,-23.5448,-46.58785
/Attraction_Review-g303631-d10121916-Reviews-Teatro_Santander-Sao_Paulo_State_of_Sao_Paulo.html,Teatro Santander,Teatros,"Av. Presidente Juscelino Kubitschek, 2041 | Complexo do Shopping JK Iguatemi, São Paulo, Estado de São Paulo 04543-011, Brasil",,,426.0,"4,5",61%,28%,8%,1%,2%,True,0.0,0.0
/Attraction_Review-g303631-d2350343-Reviews-Shopping_Cidade_Jardim-Sao_Paulo_State_of_Sao_Paulo.html,Shopping Cidade Jardim,Shopping centers,"Av. Magalhães de Castro, 12000 – Marginal Pinheiros | Jd Panorama, São Paulo, Estado de São Paulo 05676-900, Brasil",,,858.0,"4,5",61%,30%,6%,1%,2%,True,0.0,0.0
/Attraction_Review-g303631-d2350042-Reviews-Liberdade_street_market-Sao_Paulo_State_of_Sao_Paulo.html,Feira da Liberdade,Feiras e mercados de pulgas,"Praça da Liberdade | Liberdade, São Paulo, Estado de São Paulo 01503-010, Brasil",,,1.0979999999999999,"4,0",38%,45%,14%,2%,1%,True,-23.55547,-46.63593
/Attraction_Review-g303631-d1905422-Reviews-The_Julio_Prestes_Cultural_Center_Sala_Sao_Paulo-Sao_Paulo_State_of_Sao_Paulo.html,O Centro Cultural Júlio Prestes- Sala São Paulo,Centros cívicos,"Praca Julio Prestes 16, São Paulo, Estado de São Paulo 01218-020, Brasil",,,3.27,"5,0",78%,18%,2%,1%,1%,True,-23.53389,-46.641
/Attraction_Review-g303631-d12448544-Reviews-Japan_House_Sao_Paulo-Sao_Paulo_State_of_Sao_Paulo.html,Japan House,Museus de história,"Avenida paulista, 52 | Near Brigadeiro Subway Station, São Paulo, Estado de São Paulo 01310-900, Brasil",Dom,10:00 - 18:00,688.0,"4,5",51%,33%,14%,1%,1%,True,0.0,0.0
/Attraction_Review-g303631-d1905420-Reviews-Afro_Brazil_Museum-Sao_Paulo_State_of_Sao_Paulo.html,Museu Afro Brasil,Museus especializados,"Avenida Pedro Alvares Cabral | Parque Ibirapuera, Portao 10, São Paulo, Estado de São Paulo 04094-050, Brasil",Ter - Dom,10:00 - 18:00,1.209,"4,5",63%,28%,7%,1%,1%,True,0.0,0.0
/Attraction_Review-g303631-d9751056-Reviews-Instituto_Moreira_Salles_IMS_Paulista-Sao_Paulo_State_of_Sao_Paulo.html,Instituto Moreira Salles - IMS Paulista,Museus de arte,"Avenida Paulista, 2424 | Prox. paulista e Metro da Consolação, São Paulo, Estado de São Paulo 01310-300, Brasil",Ter - Qua,10:00 - 20:00,432.0,"4,5",75%,22%,2%,1%,0%,True,0.0,0.0
/Attraction_Review-g303631-d2350357-Reviews-Shopping_Patio_Higienopolis-Sao_Paulo_State_of_Sao_Paulo.html,Shopping Pátio Higienópolis,Shopping centers,"Av. Higienópolis, 618 | Higienópolis, São Paulo, Estado de São Paulo 01238-000, Brasil",,,1.156,"4,5",54%,39%,5%,1%,1%,True,-23.54248,-46.6587
/Attraction_Review-g303631-d553566-Reviews-Catedral_da_Se_de_Sao_Paulo-Sao_Paulo_State_of_Sao_Paulo.html,Catedral da Sé de São Paulo,Igrejas e catedrais,"Praça da Sé, São Paulo, Estado de São Paulo 01001-000, Brasil",Dom - Sáb,09:00 - 17:00,7.904,"4,5",50%,34%,13%,2%,1%,True,-23.55083,-46.63391
/Attraction_Review-g303631-d2350050-Reviews-Praca_Benedito_Calixto-Sao_Paulo_State_of_Sao_Paulo.html,Praca Benedito Calixto,Feiras e mercados de pulgas,"Praca Benedito Calixto S/N | Pinheiros, São Paulo, Estado de São Paulo 05406-040, Brasil",,,789.0,"4,5",46%,42%,10%,1%,1%,True,-23.55878,-46.68063
/Attraction_Review-g303631-d2350338-Reviews-SESC_Pompeia-Sao_Paulo_State_of_Sao_Paulo.html,SESC Pompéia,Teatros,"Rua Clélia, 93 | Pompéia, São Paulo, Estado de São Paulo 05042-000, Brasil",Dom,08:00 - 18:00,1.0979999999999999,"4,5",58%,37%,3%,1%,1%,True,-23.5256,-46.68181
/Attraction_Review-g303631-d2350133-Reviews-Gallery_of_Rock-Sao_Paulo_State_of_Sao_Paulo.html,Galeria do Rock,Shopping centers,"Avenida Sao Joao 439 | Ganhou O Nome De Galeria Do Rock No Ano De 1994, São Paulo, Estado de São Paulo 01035-000, Brasil",,,1.043,"4,0",39%,43%,16%,1%,1%,True,0.0,0.0
/Attraction_Review-g303631-d555148-Reviews-Paroquia_Nossa_Senhora_do_Brasil-Sao_Paulo_State_of_Sao_Paulo.html,Paróquia Nossa Senhora do Brasil,Obras arquitetônicas,"Praça N. Sra. do Brasil, s/n, São Paulo, Estado de São Paulo 30829-786, Brasil",Dom,08:00 - 20:00,1.126,"4,5",69%,24%,5%,1%,1%,True,-23.5313,-46.53146
/Attraction_Review-g303631-d317851-Reviews-Copan_Building-Sao_Paulo_State_of_Sao_Paulo.html,Edifício Copan,Obras arquitetônicas,"Av. Ipiranga, 200 - República, São Paulo, Estado de São Paulo 01046-925, Brasil",,,442.0,"4,0",40%,45%,12%,2%,1%,True,-23.54306,-46.64114
/Attraction_Review-g303631-d9724022-Reviews-Rua_Oscar_Freire_Shopping_Street-Sao_Paulo_State_of_Sao_Paulo.html,Rua Oscar Freire Shopping Street,Pontos de interesse,"Rua Oscar Freire, São Paulo, Estado de São Paulo, Brasil",,,496.0,"4,5",50%,37%,11%,1%,1%,True,-23.56141,-46.67093
/Attraction_Review-g303631-d2350311-Reviews-Parque_Da_Agua_Branca-Sao_Paulo_State_of_Sao_Paulo.html,Parque Da Água Branca,Parques,"Av. Francisco Matarazzo, 455 | Água Branca, São Paulo, Estado de São Paulo 05001-900, Brasil",,,1.054,"4,0",40%,46%,12%,1%,1%,True,-23.52969,-46.6678
/Attraction_Review-g303631-d4377475-Reviews-Museum_of_Zoology_of_the_University_of_Sao_Paulo-Sao_Paulo_State_of_Sao_Paulo.html,Museu de Zoologia da Universidade de São Paulo,Museus de ciência,"Avenida Nazaré, 481 | Ipiranga, São Paulo, Estado de São Paulo 04263-000, Brasil",Qua - Dom,10:00 - 17:00,211.0,"4,5",55%,37%,7%,1%,0%,True,-23.58854,-46.61057
/Attraction_Review-g303631-d2350315-Reviews-Parque_da_Independencia-Sao_Paulo_State_of_Sao_Paulo.html,Parque da Independência,Parques,"Av. Nazaré, s/n | Ipiranga, São Paulo, Estado de São Paulo 04263-200, Brasil",Dom - Sáb,05:00 - 20:00,1.368,"4,5",53%,37%,8%,1%,1%,True,-23.59153,-46.61026
/Attraction_Review-g303631-d4328250-Reviews-Museum_of_Contemporary_Art-Sao_Paulo_State_of_Sao_Paulo.html,Museu de Arte Contemporânea,Museus especializados,"Avenida Pedro Álvares Cabral, 1301 | Universidade de São Paulo - Ibirapuera, São Paulo, Estado de São Paulo 04094-050, Brasil",Ter - Dom,10:00 - 18:00,720.0,"4,5",58%,34%,6%,1%,1%,True,0.0,0.0
/Attraction_Review-g303631-d2349931-Reviews-Autodromo_Jose_Carlos_Pace-Sao_Paulo_State_of_Sao_Paulo.html,Autódromo José Carlos Pace,Autódromos,"Avenida Senador Teotonio Vilela 261 | Interlagos, São Paulo, Estado de São Paulo 04801-010, Brasil",Seg - Sex,08:00 - 17:00,860.0,"4,5",48%,38%,12%,1%,1%,True,-23.70129,-46.70139
/Attraction_Review-g303631-d2350303-Reviews-Burle_Marx_Park-Sao_Paulo_State_of_Sao_Paulo.html,Parque Burle Marx,Parques,"Av. Dona Helena Pereira de Moraes, 200 | Estacionamento logo após saída da Marginal Pinheiros sentido Interlagos., São Paulo, Estado de São Paulo 05707-400, Brasil",Dom - Sáb,07:00 - 19:00,403.0,"4,5",47%,40%,11%,1%,1%,True,0.0,0.0
/Attraction_Review-g303631-d2350288-Reviews-Oca_do_Ibirapuera-Sao_Paulo_State_of_Sao_Paulo.html,Oca do Ibirapuera,Obras arquitetônicas,"Av. Pedro Álvares Cabral- Portão 3 | Moema, Parque Ibirapuera, São Paulo, Estado de São Paulo, Brasil",,,459.0,"4,5",51%,39%,8%,1%,1%,True,0.0,0.0
/Attraction_Review-g303631-d311972-Reviews-Pateo_do_Collegio-Sao_Paulo_State_of_Sao_Paulo.html,Pateo do Collegio,Obras arquitetônicas,"Praça Pátio do Colégio, 02 | Centro, São Paulo, Estado de São Paulo 01016-040, Brasil",Ter - Sex,09:00 - 16:45,938.0,"4,0",41%,43%,14%,1%,1%,True,-23.54896,-46.63327
/Attraction_Review-g303631-d2703936-Reviews-Augusta_Street-Sao_Paulo_State_of_Sao_Paulo.html,Rua Augusta,Bairros,"Rua Augusta | Da Avenida Paulista até a Praça Roosevelt, São Paulo, Estado de São Paulo, Brasil",,,1.115,"4,0",42%,39%,15%,3%,1%,True,-23.48747,-46.57462
/Attraction_Review-g303631-d8035659-Reviews-Shopping_Cidade_Sao_Paulo-Sao_Paulo_State_of_Sao_Paulo.html,Shopping Cidade São Paulo,Shopping centers,"Avenida Paulista 1230 | Bela Vista, São Paulo, Estado de São Paulo 01310-100, Brasil",,,928.0,"4,0",34%,47%,17%,1%,1%,False,-23.56391,-46.65351
/Attraction_Review-g303631-d4023283-Reviews-Bradesco_Theatre-Sao_Paulo_State_of_Sao_Paulo.html,Teatro Bradesco,Teatros,"Rua Turiassu, 2100 - 3° Piso | Bourbon Shopping, São Paulo, Estado de São Paulo 05005-000, Brasil",,,800.0,"4,5",64%,32%,2%,1%,1%,True,-23.53276,-46.67056
/Attraction_Review-g303631-d9883316-Reviews-Expo_Center_Norte-Sao_Paulo_State_of_Sao_Paulo.html,Expo Center Norte,,"Rua José Bernardo Pinto, 333 | Vila Guilherme, São Paulo, Estado de São Paulo 02055-000, Brasil",,,229.0,"4,5",47%,40%,10%,2%,1%,True,-23.5136,-46.6092
/Attraction_Review-g303631-d311970-Reviews-Museu_De_Arte_Sacra_De_Sao_Paulo-Sao_Paulo_State_of_Sao_Paulo.html,Museu De Arte Sacra De São Paulo,Museus especializados,"Avenida Tiradentes, 676 | Luz, São Paulo, Estado de São Paulo 01102-000, Brasil",Ter - Sex,09:00 - 17:00,718.0,"4,5",61%,32%,6%,1%,0%,True,-23.53491,-46.63369
/Attraction_Review-g303631-d2350017-Reviews-Estacao_da_Luz-Sao_Paulo_State_of_Sao_Paulo.html,Estação da Luz,Obras arquitetônicas,"Praça da Luz, 1 | Luz, São Paulo, Estado de São Paulo 01120-010, Brasil",,,1.895,"4,0",35%,46%,16%,2%,1%,True,-23.53495,-46.63377
/Attraction_Review-g303631-d7620286-Reviews-Shopping_Vila_Olimpia-Sao_Paulo_State_of_Sao_Paulo.html,Shopping Vila Olímpia,Shopping centers,"Rua Olimpíadas, 360 | Vila Olímpia, São Paulo, Estado de São Paulo 04551-000, Brasil",Dom,14:00 - 20:00,478.0,"4,0",33%,54%,11%,1%,1%,True,-23.59579,-46.68646
/Attraction_Review-g303631-d321327-Reviews-Hotel_Unique-Sao_Paulo_State_of_Sao_Paulo.html,Hotel Unique,Obras arquitetônicas,"Avenida Brigadeiro Luis Antonio 4700 | Jardim Paulista, São Paulo, Estado de São Paulo 01402-002, Brasil",,,2.059,"4,5",68%,27%,3%,1%,1%,True,0.0,0.0
/Attraction_Review-g303631-d4127407-Reviews-Teatro_Alfa-Sao_Paulo_State_of_Sao_Paulo.html,Teatro Alfa,Teatros,"Rua Bento Franco de Andrade Filho, 772 | Santo Amaro, São Paulo, Estado de São Paulo 04757-000, Brasil",,,321.0,"4,5",55%,41%,3%,0%,1%,True,0.0,0.0
/Attraction_Review-g303631-d317827-Reviews-Edificio_Martinelli-Sao_Paulo_State_of_Sao_Paulo.html,Edifício Martinelli,Obras arquitetônicas,"Avenida São João 35 | R. São Bento, 405, São Paulo, Estado de São Paulo 01010-001, Brasil",Dom - Sáb,11:00 - 19:30,891.0,"4,5",56%,34%,8%,1%,1%,True,-27.70497,-52.42162
/Attraction_Review-g303631-d6922202-Reviews-Sao_Paulo_Expo_Exhibition_Convention_Center-Sao_Paulo_State_of_Sao_Paulo.html,São Paulo Expo Exhibition & Convention Center,,"Rodovia dos Imigrantes Km 1,5 1500 | Água Funda, São Paulo, Estado de São Paulo 04329-900, Brasil",,,369.0,"4,0",37%,48%,12%,1%,2%,True,-23.65043,-46.6332
/Attraction_Review-g303631-d4126672-Reviews-Shopping_Analia_Franco-Sao_Paulo_State_of_Sao_Paulo.html,Shopping Anália Franco,Shopping centers,"Avenida Regente Feijó, 1739, São Paulo, Estado de São Paulo 03342-900, Brasil",Dom,14:00 - 20:00,499.0,"4,5",49%,41%,7%,1%,2%,True,-23.56258,-46.5594
/Attraction_Review-g303631-d2350168-Reviews-Florestal_Orchard_of_Sao_Paulo-Sao_Paulo_State_of_Sao_Paulo.html,Horto Florestal,Parques,"Rua do Horto, 931 | Tremembé, São Paulo, Estado de São Paulo 02377-000, Brasil",,,668.0,"4,5",51%,37%,10%,1%,1%,True,-23.46073,-46.62774
/Attraction_Review-g303631-d313789-Reviews-Parque_Estadual_da_Cantareira-Sao_Paulo_State_of_Sao_Paulo.html,Parque Estadual da Cantareira,Parques públicos,"Rua do Horto 1799 | Horto Florestal, São Paulo, Estado de São Paulo 02377-000, Brasil",,,355.0,"4,5",56%,37%,5%,1%,1%,True,-23.1721,-46.89712
/Attraction_Review-g303631-d8322699-Reviews-Santuario_Mae_de_Deus-Sao_Paulo_State_of_Sao_Paulo.html,Santuário Mãe de Deus,Locais religiosos e sagrados,"Av. Interlagos, São Paulo, Estado de São Paulo 04661-300, Brasil",Dom,10:00 - 12:00,82.0,"5,0",84%,14%,2%,0%,0%,False,-23.67809,-46.68407
/Attraction_Review-g303631-d2350036-Reviews-Pacaembu_Stadium-Sao_Paulo_State_of_Sao_Paulo.html,Estádio do Pacaembu,Arenas e estádios,"Praça Charles Miller, s/n | Pacaembu, São Paulo, Estado de São Paulo 01234-900, Brasil",,,953.0,"4,0",39%,45%,14%,1%,1%,True,-23.54345,-46.66539
